timestamp,customer_no,location,month,weekday,hour,date,time,customer_no_unique,customerexit,customerinmarket,time_spent_location,section_rev
2019-09-02 07:03:00,1,,9,0,7,2019-09-02,07:03:00,False,False,True,,5.0
2019-09-02 07:03:00,2,,9,0,7,2019-09-02,07:03:00,False,False,True,,5.0
2019-09-02 07:04:00,3,,9,0,7,2019-09-02,07:04:00,False,False,True,,5.0
2019-09-02 07:04:00,4,,9,0,7,2019-09-02,07:04:00,False,False,True,,5.0
2019-09-02 07:04:00,5,,9,0,7,2019-09-02,07:04:00,False,False,True,,3.0
2019-09-02 07:04:00,6,,9,0,7,2019-09-02,07:04:00,False,False,True,,3.0
2019-09-02 07:04:00,7,,9,0,7,2019-09-02,07:04:00,False,False,True,,3.0
2019-09-02 07:04:00,8,,9,0,7,2019-09-02,07:04:00,False,False,True,,4.0
2019-09-02 07:05:00,1,,9,0,7,2019-09-02,07:05:00,True,True,False,,
2019-09-02 07:05:00,5,,9,0,7,2019-09-02,07:05:00,True,True,False,,
2019-09-02 07:05:00,6,,9,0,7,2019-09-02,07:05:00,True,False,True,,5.0
2019-09-02 07:05:00,7,,9,0,7,2019-09-02,07:05:00,True,False,True,,6.0
2019-09-02 07:06:00,2,,9,0,7,2019-09-02,07:06:00,True,True,False,,
2019-09-02 07:06:00,3,,9,0,7,2019-09-02,07:06:00,True,True,False,,
2019-09-02 07:06:00,9,,9,0,7,2019-09-02,07:06:00,False,False,True,,5.0
2019-09-02 07:06:00,10,,9,0,7,2019-09-02,07:06:00,False,False,True,,4.0
2019-09-02 07:06:00,11,,9,0,7,2019-09-02,07:06:00,False,False,True,,6.0
2019-09-02 07:06:00,12,,9,0,7,2019-09-02,07:06:00,False,False,True,,3.0
2019-09-02 07:06:00,13,,9,0,7,2019-09-02,07:06:00,False,False,True,,5.0
2019-09-02 07:06:00,14,,9,0,7,2019-09-02,07:06:00,False,False,True,,4.0
2019-09-02 07:07:00,8,,9,0,7,2019-09-02,07:07:00,True,True,False,,
2019-09-02 07:07:00,12,,9,0,7,2019-09-02,07:07:00,True,False,True,,6.0
2019-09-02 07:07:00,15,,9,0,7,2019-09-02,07:07:00,False,False,True,,3.0
2019-09-02 07:07:00,16,,9,0,7,2019-09-02,07:07:00,False,False,True,,5.0
2019-09-02 07:08:00,4,,9,0,7,2019-09-02,07:08:00,True,True,False,,
2019-09-02 07:08:00,10,,9,0,7,2019-09-02,07:08:00,True,True,False,,
2019-09-02 07:08:00,11,,9,0,7,2019-09-02,07:08:00,True,True,False,,
2019-09-02 07:08:00,15,,9,0,7,2019-09-02,07:08:00,True,False,True,,4.0
2019-09-02 07:09:00,7,,9,0,7,2019-09-02,07:09:00,True,False,True,,3.0
2019-09-02 07:09:00,14,,9,0,7,2019-09-02,07:09:00,True,True,False,,
2019-09-02 07:09:00,16,,9,0,7,2019-09-02,07:09:00,True,False,True,,3.0
2019-09-02 07:10:00,12,,9,0,7,2019-09-02,07:10:00,True,True,False,,
2019-09-02 07:11:00,7,,9,0,7,2019-09-02,07:11:00,True,False,True,,4.0
2019-09-02 07:11:00,16,,9,0,7,2019-09-02,07:11:00,True,True,False,,
2019-09-02 07:11:00,17,,9,0,7,2019-09-02,07:11:00,False,False,True,,4.0
2019-09-02 07:12:00,9,,9,0,7,2019-09-02,07:12:00,True,False,True,,4.0
2019-09-02 07:12:00,15,,9,0,7,2019-09-02,07:12:00,True,True,False,,
2019-09-02 07:12:00,18,,9,0,7,2019-09-02,07:12:00,False,False,True,,4.0
2019-09-02 07:12:00,19,,9,0,7,2019-09-02,07:12:00,False,False,True,,3.0
2019-09-02 07:12:00,20,,9,0,7,2019-09-02,07:12:00,False,False,True,,6.0
2019-09-02 07:13:00,7,,9,0,7,2019-09-02,07:13:00,True,True,False,,
2019-09-02 07:13:00,9,,9,0,7,2019-09-02,07:13:00,True,True,False,,
2019-09-02 07:13:00,13,,9,0,7,2019-09-02,07:13:00,True,False,True,,3.0
2019-09-02 07:13:00,19,,9,0,7,2019-09-02,07:13:00,True,False,True,,6.0
2019-09-02 07:13:00,21,,9,0,7,2019-09-02,07:13:00,False,False,True,,6.0
2019-09-02 07:13:00,22,,9,0,7,2019-09-02,07:13:00,False,False,True,,4.0
2019-09-02 07:14:00,13,,9,0,7,2019-09-02,07:14:00,True,False,True,,5.0
2019-09-02 07:14:00,18,,9,0,7,2019-09-02,07:14:00,True,False,True,,5.0
2019-09-02 07:14:00,20,,9,0,7,2019-09-02,07:14:00,True,True,False,,
2019-09-02 07:14:00,23,,9,0,7,2019-09-02,07:14:00,False,False,True,,4.0
2019-09-02 07:14:00,24,,9,0,7,2019-09-02,07:14:00,False,False,True,,6.0
2019-09-02 07:15:00,13,,9,0,7,2019-09-02,07:15:00,True,False,True,,4.0
2019-09-02 07:15:00,21,,9,0,7,2019-09-02,07:15:00,True,False,True,,3.0
2019-09-02 07:15:00,22,,9,0,7,2019-09-02,07:15:00,True,False,True,,5.0
2019-09-02 07:15:00,23,,9,0,7,2019-09-02,07:15:00,True,True,False,,
2019-09-02 07:16:00,13,,9,0,7,2019-09-02,07:16:00,True,True,False,,
2019-09-02 07:16:00,21,,9,0,7,2019-09-02,07:16:00,True,True,False,,
2019-09-02 07:16:00,25,,9,0,7,2019-09-02,07:16:00,False,False,True,,3.0
2019-09-02 07:16:00,26,,9,0,7,2019-09-02,07:16:00,False,False,True,,4.0
2019-09-02 07:16:00,27,,9,0,7,2019-09-02,07:16:00,False,False,True,,3.0
2019-09-02 07:16:00,28,,9,0,7,2019-09-02,07:16:00,False,False,True,,6.0
2019-09-02 07:16:00,29,,9,0,7,2019-09-02,07:16:00,False,False,True,,6.0
2019-09-02 07:17:00,6,,9,0,7,2019-09-02,07:17:00,True,False,True,,3.0
2019-09-02 07:17:00,18,,9,0,7,2019-09-02,07:17:00,True,True,False,,
2019-09-02 07:17:00,22,,9,0,7,2019-09-02,07:17:00,True,True,False,,
2019-09-02 07:17:00,25,,9,0,7,2019-09-02,07:17:00,True,False,True,,5.0
2019-09-02 07:17:00,30,,9,0,7,2019-09-02,07:17:00,False,False,True,,3.0
2019-09-02 07:17:00,31,,9,0,7,2019-09-02,07:17:00,False,False,True,,3.0
2019-09-02 07:17:00,32,,9,0,7,2019-09-02,07:17:00,False,False,True,,6.0
2019-09-02 07:17:00,33,,9,0,7,2019-09-02,07:17:00,False,False,True,,4.0
2019-09-02 07:17:00,34,,9,0,7,2019-09-02,07:17:00,False,False,True,,3.0
2019-09-02 07:18:00,6,,9,0,7,2019-09-02,07:18:00,True,False,True,,6.0
2019-09-02 07:18:00,25,,9,0,7,2019-09-02,07:18:00,True,False,True,,3.0
2019-09-02 07:18:00,29,,9,0,7,2019-09-02,07:18:00,True,True,False,,
2019-09-02 07:18:00,30,,9,0,7,2019-09-02,07:18:00,True,False,True,,6.0
2019-09-02 07:18:00,31,,9,0,7,2019-09-02,07:18:00,True,True,False,,
2019-09-02 07:18:00,34,,9,0,7,2019-09-02,07:18:00,True,False,True,,6.0
2019-09-02 07:18:00,35,,9,0,7,2019-09-02,07:18:00,False,False,True,,5.0
2019-09-02 07:19:00,25,,9,0,7,2019-09-02,07:19:00,True,False,True,,6.0
2019-09-02 07:19:00,27,,9,0,7,2019-09-02,07:19:00,True,False,True,,5.0
2019-09-02 07:19:00,28,,9,0,7,2019-09-02,07:19:00,True,True,False,,
2019-09-02 07:19:00,30,,9,0,7,2019-09-02,07:19:00,True,False,True,,4.0
2019-09-02 07:19:00,35,,9,0,7,2019-09-02,07:19:00,True,False,True,,6.0
2019-09-02 07:20:00,19,,9,0,7,2019-09-02,07:20:00,True,True,False,,
2019-09-02 07:20:00,24,,9,0,7,2019-09-02,07:20:00,True,True,False,,
